transaction_id,user_id,amount,merchant,location,device_id,timestamp,hour,previous_transactions,is_new_device,distance_from_previous,is_night,is_high_amount,is_large_distance,is_low_history,is_fraud
TXN000023,USER00770,5825.92,Flipkart,Kolkata,DEVICE_A,2026-11-12 06:06:00,6,2,0,7.35,0,0,0,0,0
TXN000024,USER00344,177.32,Flipkart,Bangalore,DEVICE_E,2026-04-13 02:21:00,2,44,0,74.69,1,0,0,0,0
TXN000025,USER01516,3916.82,Netflix,Bangalore,DEVICE_C,2026-07-01 14:50:00,14,6,1,20.98,0,0,0,0,0
TXN000026,USER01438,1108.34,Uber,Pune,DEVICE_B,2026-06-17 06:09:00,6,42,0,7.82,0,0,0,0,0
TXN000027,USER00806,555.77,Flipkart,Hyderabad,DEVICE_C,2026-08-15 20:25:00,20,48,0,0.87,0,0,0,0,0
TXN000028,USER00386,678.01,Netflix,Hyderabad,DEVICE_B,2026-02-13 22:13:00,22,0,0,88.62,0,0,0,1,0
TXN000029,USER01216,700.4,Swiggy,Delhi,DEVICE_B,2026-09-29 01:13:00,1,35,1,18.28,1,0,0,0,0
TXN000030,USER00956,4230.48,Paytm,Delhi,DEVICE_D,2026-06-28 08:15:00,8,0,0,5.16,0,0,0,1,0
TXN000031,USER00277,1360.04,Paytm,Kolkata,DEVICE_C,2026-01-22 15:51:00,15,40,0,13.51,0,0,0,0,0
TXN000032,USER01185,2034.11,Zomato,Hyderabad,DEVICE_C,2026-08-22 03:12:00,3,29,0,10.13,1,0,0,0,0
TXN000033,USER00460,562.31,Swiggy,Mumbai,DEVICE_A,2026-11-09 16:57:00,16,49,0,60.47,0,0,0,0,0
TXN000034,USER01338,1212.03,Zomato,Bangalore,DEVICE_E,2026-07-06 04:22:00,4,31,0,13.57,1,0,0,0,0
TXN000035,USER00022,2485.84,Myntra,Kolkata,DEVICE_A,2026-12-16 10:31:00,10,48,0,13.26,0,0,0,0,0
TXN000036,USER00253,3021.62,Netflix,Ahmedabad,DEVICE_D,2026-11-09 07:38:00,7,18,0,31.66,0,0,0,0,0
TXN000037,USER00748,328.4,Netflix,Delhi,DEVICE_B,2026-02-11 00:11:00,0,46,0,9.92,1,0,0,0,0
TXN000038,USER00857,2270.41,Paytm,Ahmedabad,DEVICE_D,2026-11-06 06:59:00,6,9,0,4.38,0,0,0,0,0
TXN000039,USER01585,961.72,Apple,Mumbai,DEVICE_D,2026-07-31 23:49:00,23,43,1,29.25,0,0,0,0,0
TXN000040,USER00475,1523.61,Myntra,Hyderabad,DEVICE_A,2026-03-07 20:17:00,20,47,0,48.18,0,0,0,0,0
TXN000041,USER01083,681.84,Netflix,Chennai,DEVICE_B,2026-02-04 21:29:00,21,43,0,0.94,0,0,0,0,0
TXN000042,USER00511,4329.6,Flipkart,Delhi,DEVICE_E,2026-04-10 13:56:00,13,32,0,39.31,0,0,0,0,0
TXN000043,USER01706,1385.98,Paytm,Kolkata,DEVICE_D,2026-10-09 02:49:00,2,44,0,11.52,1,0,0,0,0
TXN000044,USER01500,646.0,Zomato,Chennai,DEVICE_E,2026-11-01 11:38:00,11,3,0,6.83,0,0,0,0,0
TXN000045,USER00700,706.25,Swiggy,Mumbai,DEVICE_B,2026-02-11 13:30:00,13,19,0,0.8,0,0,0,0,0
TXN000046,USER00976,2376.7,Zomato,Ahmedabad,DEVICE_B,2026-07-09 20:14:00,20,43,0,4.6,0,0,0,0,0
TXN000047,USER01807,2099.33,Walmart,Pune,DEVICE_A,2026-09-03 03:53:00,3,14,0,8.1,1,0,0,0,0
TXN000048,USER00190,1179.11,Apple,Bangalore,DEVICE_C,2026-10-12 06:02:00,6,40,0,1.47,0,0,0,0,0
TXN000049,USER00958,774.23,Netflix,Pune,DEVICE_A,2026-02-26 01:41:00,1,29,0,4.18,1,0,0,0,0
TXN000050,USER00687,2590.52,Uber,Pune,DEVICE_E,2026-02-10 17:56:00,17,6,0,26.7,0,0,0,0,0
TXN000051,USER00958,682.97,Amazon,Pune,DEVICE_A,2026-06-10 07:05:00,7,37,0,23.22,0,0,0,0,0
TXN000052,USER00563,652.74,Apple,Mumbai,DEVICE_B,2026-08-01 21:27:00,21,40,0,29.38,0,0,0,0,0
TXN000053,USER01900,10651.7,Paytm,Bangalore,DEVICE_D,2026-07-17 04:58:00,4,17,0,3.61,1,1,0,0,0
TXN000054,USER01591,1541.99,Netflix,Mumbai,DEVICE_C,2026-12-06 09:54:00,9,29,0,0.88,0,0,0,0,0
TXN000055,USER01268,1018.41,Swiggy,Pune,DEVICE_B,2026-03-24 12:54:00,12,7,0,12.64,0,0,0,0,0
TXN000056,USER00832,735.17,Netflix,Delhi,DEVICE_D,2026-04-17 06:19:00,6,20,0,8.39,0,0,0,0,0
TXN000057,USER01529,907.56,Amazon,Pune,DEVICE_E,2026-05-24 17:56:00,17,49,0,29.99,0,0,0,0,0
TXN000058,USER01155,3371.38,Swiggy,Delhi,DEVICE_E,2026-01-13 09:24:00,9,44,0,15.48,0,0,0,0,0
TXN000059,USER01509,2311.66,Zomato,Kolkata,DEVICE_E,2026-09-12 01:09:00,1,6,0,53.53,1,0,0,0,0
TXN000060,USER01843,611.53,Swiggy,Pune,DEVICE_A,2026-12-06 15:39:00,15,43,0,1.26,0,0,0,0,0
TXN000061,USER00647,814.81,Apple,Chennai,DEVICE_E,2026-06-15 22:28:00,22,4,0,9.04,0,0,0,0,0
TXN000062,USER00021,335.66,Zomato,Mumbai,DEVICE_E,2026-06-14 15:26:00,15,31,0,10.39,0,0,0,0,0
TXN000063,USER00841,1389.74,Netflix,Pune,DEVICE_A,2026-11-14 16:40:00,16,15,0,2.69,0,0,0,0,0
TXN000064,USER00167,30.85,Paytm,Mumbai,DEVICE_D,2026-03-26 00:26:00,0,39,0,17.49,1,0,0,0,0
TXN000065,USER01298,273.97,Myntra,Ahmedabad,DEVICE_B,2026-12-13 06:12:00,6,25,0,0.82,0,0,0,0,0
TXN000066,USER00388,1191.62,Paytm,Pune,DEVICE_C,2026-07-11 01:52:00,1,26,0,24.95,1,0,0,0,0
TXN000067,USER00601,103.33,Netflix,Chennai,DEVICE_E,2026-09-19 09:54:00,9,38,0,0.76,0,0,0,0,1
TXN000068,USER00316,8567.82,Amazon,Pune,DEVICE_E,2026-04-25 12:55:00,12,27,0,41.35,0,0,0,0,0
TXN000069,USER00014,493.74,Myntra,Hyderabad,DEVICE_E,2026-12-27 08:24:00,8,32,0,1.34,0,0,0,0,0
TXN000070,USER00242,1694.96,Netflix,Kolkata,DEVICE_A,2026-02-15 09:01:00,9,1,0,12.19,0,0,0,1,0
TXN000071,USER00777,3432.37,Uber,Ahmedabad,DEVICE_A,2026-01-08 16:25:00,16,40,1,3.38,0,0,0,0,0
TXN000072,USER01370,1396.47,Apple,Mumbai,DEVICE_A,2026-11-24 05:02:00,5,14,0,2.86,1,0,0,0,0
TXN000073,USER00565,1091.59,Uber,Ahmedabad,DEVICE_C,2026-02-15 03:27:00,3,38,0,25.55,1,0,0,0,0
TXN000074,USER00898,657.87,Zomato,Kolkata,DEVICE_B,2026-05-12 16:02:00,16,6,0,29.77,0,0,0,0,0
TXN000075,USER01364,334.87,Walmart,Mumbai,DEVICE_E,2026-02-06 11:10:00,11,19,0,26.88,0,0,0,0,0
TXN000076,USER00092,714.76,Netflix,Mumbai,DEVICE_D,2026-11-26 18:01:00,18,12,0,10.35,0,0,0,0,0
TXN000077,USER01391,1203.19,Flipkart,Hyderabad,DEVICE_E,2026-10-16 05:43:00,5,31,0,93.74,1,0,0,0,1
TXN000078,USER00956,1071.32,Flipkart,Pune,DEVICE_E,2026-01-12 06:42:00,6,28,1,8.31,0,0,0,0,1
TXN000079,USER01479,464.32,Swiggy,Delhi,DEVICE_E,2026-10-20 10:36:00,10,3,0,5.63,0,0,0,0,0
TXN000080,USER01452,2855.77,Paytm,Kolkata,DEVICE_E,2026-04-08 04:49:00,4,18,0,113.13,1,0,0,0,0
TXN000081,USER00509,302.63,Paytm,Chennai,DEVICE_B,2026-10-15 03:20:00,3,9,0,75.69,1,0,0,0,0
TXN000082,USER00776,1873.23,Paytm,Kolkata,DEVICE_D,2026-11-06 04:57:00,4,35,0,17.92,1,0,0,0,0
TXN000083,USER01967,2358.15,Uber,Pune,DEVICE_A,2026-07-31 13:13:00,13,11,0,4.69,0,0,0,0,0
TXN000084,USER00035,1358.61,Apple,Hyderabad,DEVICE_D,2026-09-25 04:33:00,4,21,0,5.45,1,0,0,0,0
TXN000085,USER00206,4902.49,Netflix,Bangalore,DEVICE_E,2026-08-21 20:38:00,20,26,0,14.72,0,0,0,0,0
TXN000086,USER01105,1579.74,Amazon,Ahmedabad,DEVICE_D,2026-04-07 04:48:00,4,34,1,29.93,1,0,0,0,0
TXN000087,USER01956,3792.91,Swiggy,Bangalore,DEVICE_E,2026-08-25 12:27:00,12,39,0,1.61,0,0,0,0,0
TXN000088,USER01586,99.47,Zomato,Hyderabad,DEVICE_D,2026-11-25 21:56:00,21,16,0,23.27,0,0,0,0,0
TXN000089,USER01896,2550.76,Myntra,Ahmedabad,DEVICE_C,2026-11-12 15:23:00,15,5,0,2.18,0,0,0,0,0
TXN000090,USER01412,1857.73,Zomato,Pune,DEVICE_D,2026-11-16 20:40:00,20,44,0,37.17,0,0,0,0,0
TXN000091,USER01026,1774.67,Netflix,Hyderabad,DEVICE_A,2026-07-27 06:48:00,6,49,0,15.19,0,0,0,0,0
TXN000092,USER01022,1911.16,Walmart,Delhi,DEVICE_A,2026-05-21 14:37:00,14,47,0,91.5,0,0,0,0,0
TXN000093,USER01414,711.23,Paytm,Kolkata,DEVICE_D,2026-04-09 12:30:00,12,42,0,27.97,0,0,0,0,0
TXN000094,USER00566,2171.1,Myntra,Pune,DEVICE_D,2026-02-15 18:00:00,18,13,1,13.75,0,0,0,0,0
TXN000095,USER01130,5449.31,Uber,Ahmedabad,DEVICE_B,2026-10-26 17:16:00,17,32,0,3.04,0,0,0,0,0
TXN000096,USER01796,202.34,Netflix,Kolkata,DEVICE_D,2026-08-23 01:15:00,1,43,0,15.64,1,0,0,0,0
TXN000097,USER01846,3200.14,Walmart,Bangalore,DEVICE_A,2026-01-31 15:59:00,15,27,0,2.43,0,0,0,0,0
TXN000098,USER01501,976.59,Uber,Pune,DEVICE_C,2026-04-16 21:24:00,21,37,0,47.11,0,0,0,0,0
TXN000099,USER00703,605.7,Walmart,Chennai,DEVICE_A,2026-05-23 17:53:00,17,6,0,5.23,0,0,0,0,0
TXN000100,USER00402,368.89,Paytm,Kolkata,DEVICE_B,2026-12-08 01:58:00,1,10,0,40.1,1,0,0,0,0
TXN000101,USER00730,1543.56,Uber,Mumbai,DEVICE_D,2026-09-29 17:54:00,17,32,0,7.25,0,0,0,0,0
TXN000102,USER01580,4556.44,Apple,Ahmedabad,DEVICE_C,2026-04-10 14:26:00,14,2,0,5.02,0,0,0,0,0
TXN000103,USER00162,772.76,Flipkart,Mumbai,DEVICE_A,2026-05-09 07:51:00,7,21,0,7.25,0,0,0,0,0
TXN000104,USER00202,1998.23,Zomato,Delhi,DEVICE_C,2026-05-26 01:39:00,1,12,0,24.59,1,0,0,0,0
TXN000105,USER01982,1086.33,Apple,Ahmedabad,DEVICE_E,2026-10-15 11:11:00,11,28,0,14.9,0,0,0,0,0
TXN000106,USER00996,249.85,Myntra,Pune,DEVICE_A,2026-10-31 16:02:00,16,5,0,2.27,0,0,0,0,0
TXN000107,USER00270,933.18,Swiggy,Ahmedabad,DEVICE_E,2026-12-30 01:14:00,1,41,0,2.95,1,0,0,0,0
TXN000108,USER01887,602.92,Flipkart,Delhi,DEVICE_C,2026-12-30 17:30:00,17,38,0,9.51,0,0,0,0,0
TXN000109,USER00816,440.48,Apple,Ahmedabad,DEVICE_D,2026-12-26 17:02:00,17,42,0,8.27,0,0,0,0,0
TXN000110,USER01295,744.49,Netflix,Pune,DEVICE_D,2026-02-12 21:22:00,21,27,0,38.18,0,0,0,0,0
TXN000111,USER00456,823.43,Walmart,Bangalore,DEVICE_D,2026-11-13 01:08:00,1,14,0,16.98,1,0,0,0,0
TXN000112,USER01486,2713.27,Myntra,Chennai,DEVICE_E,2026-10-31 12:44:00,12,23,0,4.13,0,0,0,0,0
TXN000113,USER01751,1120.15,Netflix,Chennai,DEVICE_D,2026-03-25 22:43:00,22,42,0,0.58,0,0,0,0,0
TXN000114,USER01276,309.71,Flipkart,Hyderabad,DEVICE_B,2026-02-03 01:52:00,1,49,0,2.16,1,0,0,0,0
TXN000115,USER01017,3248.41,Walmart,Delhi,DEVICE_A,2026-11-19 15:30:00,15,25,0,24.11,0,0,0,0,0
TXN000116,USER01726,1550.91,Myntra,Pune,DEVICE_A,2026-07-20 01:11:00,1,0,0,37.56,1,0,0,1,0
TXN000117,USER00296,1412.09,Swiggy,Kolkata,DEVICE_C,2026-06-20 23:15:00,23,25,0,30.51,0,0,0,0,0
TXN000118,USER01749,2407.09,Flipkart,Mumbai,DEVICE_E,2026-05-31 08:02:00,8,45,0,31.2,0,0,0,0,0
TXN000119,USER00720,1075.52,Myntra,Kolkata,DEVICE_A,2026-10-20 21:39:00,21,30,0,6.05,0,0,0,0,0
TXN000120,USER01773,676.71,Apple,Mumbai,DEVICE_E,2026-10-15 21:04:00,21,22,1,90.35,0,0,0,0,0
TXN000121,USER00338,1498.04,Myntra,Bangalore,DEVICE_C,2026-11-06 04:28:00,4,31,0,1.81,1,0,0,0,0
TXN000122,USER00879,1921.07,Flipkart,Mumbai,DEVICE_D,2026-03-25 08:05:00,8,43,0,34.42,0,0,0,0,0
TXN000123,USER01077,1545.78,Paytm,Kolkata,DEVICE_C,2026-10-24 02:00:00,2,0,1,2.04,1,0,0,1,0
TXN000124,USER00792,2275.41,Apple,Ahmedabad,DEVICE_B,2026-12-10 03:13:00,3,17,0,6.23,1,0,0,0,0
TXN000125,USER01946,1200.4,Netflix,Kolkata,DEVICE_D,2026-05-29 05:07:00,5,16,0,13.68,1,0,0,0,0
TXN000126,USER00217,447.63,Flipkart,Chennai,DEVICE_D,2026-10-18 20:12:00,20,45,1,1.1,0,0,0,0,0
TXN000127,USER00764,622.5,Paytm,Pune,DEVICE_D,2026-03-12 07:23:00,7,43,0,10.02,0,0,0,0,0
TXN000128,USER00188,3771.95,Amazon,Chennai,DEVICE_C,2026-06-08 12:26:00,12,27,0,8.62,0,0,0,0,0
TXN000129,USER00380,1129.42,Swiggy,Delhi,DEVICE_B,2026-07-30 04:15:00,4,0,0,20.84,1,0,0,1,0
TXN000130,USER00493,397.52,Paytm,Ahmedabad,DEVICE_E,2026-03-10 06:08:00,6,35,0,25.32,0,0,0,0,0
TXN000131,USER01065,365.16,Amazon,Kolkata,DEVICE_C,2026-02-21 04:38:00,4,4,0,1.9,1,0,0,0,0
TXN000132,USER01181,328.63,Zomato,Ahmedabad,DEVICE_A,2026-02-24 23:28:00,23,4,0,0.78,0,0,0,0,0
TXN000133,USER00015,2301.85,Walmart,Ahmedabad,DEVICE_A,2026-03-07 14:36:00,14,1,0,29.91,0,0,0,1,1
TXN000134,USER01837,1449.23,Paytm,Pune,DEVICE_C,2026-06-23 04:23:00,4,10,0,15.02,1,0,0,0,0
TXN000135,USER00065,5769.03,Uber,Bangalore,DEVICE_E,2026-03-11 19:11:00,19,34,0,15.3,0,0,0,0,0
TXN000136,USER01881,1841.86,Swiggy,Mumbai,DEVICE_A,2026-03-20 10:42:00,10,29,0,78.97,0,0,0,0,0
TXN000137,USER01863,1944.31,Paytm,Delhi,DEVICE_E,2026-03-30 21:33:00,21,31,0,11.52,0,0,0,0,0
TXN000138,USER00521,6573.89,Amazon,Hyderabad,DEVICE_D,2026-11-05 15:41:00,15,7,0,4.37,0,0,0,0,0
TXN000139,USER01368,458.56,Uber,Ahmedabad,DEVICE_C,2026-07-26 13:08:00,13,1,0,22.83,0,0,0,1,0
TXN000140,USER01153,284.23,Swiggy,Hyderabad,DEVICE_D,2026-11-30 18:26:00,18,35,0,33.82,0,0,0,0,0
TXN000141,USER00648,1803.71,Uber,Pune,DEVICE_A,2026-06-18 20:26:00,20,38,0,13.96,0,0,0,0,0
TXN000142,USER01496,880.37,Apple,Mumbai,DEVICE_E,2026-12-29 19:38:00,19,24,0,23.54,0,0,0,0,0
TXN000143,USER01087,1433.37,Amazon,Mumbai,DEVICE_D,2026-04-28 07:39:00,7,18,0,14.43,0,0,0,0,0
TXN000144,USER01163,3302.01,Myntra,Pune,DEVICE_A,2026-09-05 10:02:00,10,6,0,10.46,0,0,0,0,0
TXN000145,USER01523,2176.35,Apple,Mumbai,DEVICE_B,2026-09-09 02:32:00,2,39,0,0.7,1,0,0,0,0
TXN000146,USER00593,4293.55,Swiggy,Chennai,DEVICE_D,2026-07-04 03:12:00,3,13,0,3.82,1,0,0,0,0
TXN000147,USER00392,484.31,Swiggy,Mumbai,DEVICE_B,2026-01-26 06:37:00,6,3,0,13.07,0,0,0,0,0
TXN000148,USER01699,2459.31,Flipkart,Hyderabad,DEVICE_B,2026-12-02 04:01:00,4,45,0,10.1,1,0,0,0,0
TXN000149,USER00419,547.16,Amazon,Mumbai,DEVICE_A,2026-01-16 21:48:00,21,32,0,37.02,0,0,0,0,0
TXN000150,USER00289,4924.81,Zomato,Kolkata,DEVICE_C,2026-12-05 21:09:00,21,36,0,2.3,0,0,0,0,0
TXN000151,USER00379,1641.41,Zomato,Pune,DEVICE_E,2026-12-24 22:59:00,22,42,0,1.03,0,0,0,0,0
TXN000152,USER01797,1730.54,Swiggy,Bangalore,DEVICE_A,2026-02-03 02:29:00,2,29,0,1.82,1,0,0,0,0
TXN000153,USER01514,649.5,Zomato,Hyderabad,DEVICE_D,2026-09-01 04:09:00,4,46,0,22.67,1,0,0,0,0
TXN000154,USER00231,679.78,Walmart,Bangalore,DEVICE_E,2026-11-15 00:09:00,0,19,1,18.05,1,0,0,0,1
TXN000155,USER01018,1579.33,Flipkart,Hyderabad,DEVICE_C,2026-12-28 10:07:00,10,13,0,20.01,0,0,0,0,0
TXN000156,USER00041,5289.28,Swiggy,Ahmedabad,DEVICE_A,2026-04-14 20:56:00,20,26,0,3.41,0,0,0,0,0
TXN000157,USER01052,4555.75,Zomato,Delhi,DEVICE_C,2026-05-13 10:02:00,10,12,0,14.53,0,0,0,0,0
TXN000158,USER00135,1514.18,Amazon,Kolkata,DEVICE_D,2026-10-19 03:28:00,3,6,0,29.19,1,0,0,0,0
TXN000159,USER00201,750.57,Paytm,Hyderabad,DEVICE_A,2026-12-14 13:46:00,13,17,0,23.03,0,0,0,0,0
TXN000160,USER01864,1836.5,Myntra,Ahmedabad,DEVICE_D,2026-03-22 09:51:00,9,37,0,11.55,0,0,0,0,0
TXN000161,USER00780,3391.47,Apple,Kolkata,DEVICE_E,2026-12-11 05:47:00,5,38,1,2.19,1,0,0,0,0
TXN000162,USER00930,1326.92,Apple,Hyderabad,DEVICE_E,2026-04-15 04:35:00,4,8,1,40.9,1,0,0,0,0
TXN000163,USER01057,773.9,Walmart,Bangalore,DEVICE_C,2026-01-13 20:34:00,20,22,1,14.94,0,0,0,0,0
TXN000164,USER01072,2020.73,Uber,Bangalore,DEVICE_C,2026-10-11 18:49:00,18,30,0,44.08,0,0,0,0,0
TXN000165,USER00503,883.85,Amazon,Pune,DEVICE_E,2026-03-30 11:05:00,11,1,1,11.55,0,0,0,1,1
TXN000166,USER00407,796.64,Uber,Hyderabad,DEVICE_B,2026-03-01 15:02:00,15,39,0,5.41,0,0,0,0,0
TXN000167,USER01598,1042.6,Flipkart,Hyderabad,DEVICE_E,2026-10-15 09:59:00,9,37,1,7.35,0,0,0,0,1
TXN000168,USER01752,1998.08,Myntra,Chennai,DEVICE_A,2026-10-11 10:09:00,10,40,0,10.83,0,0,0,0,0
TXN000169,USER00805,897.6,Flipkart,Kolkata,DEVICE_D,2026-10-02 22:48:00,22,38,0,19.05,0,0,0,0,0
TXN000170,USER00099,1060.51,Swiggy,Kolkata,DEVICE_E,2026-11-04 10:52:00,10,4,0,29.3,0,0,0,0,0
TXN000171,USER00684,1247.77,Amazon,Kolkata,DEVICE_E,2026-05-05 10:54:00,10,22,0,5.56,0,0,0,0,0
TXN000172,USER01896,777.72,Swiggy,Kolkata,DEVICE_D,2026-01-09 16:17:00,16,48,0,4.16,0,0,0,0,0
TXN000173,USER00726,4423.11,Netflix,Delhi,DEVICE_D,2026-09-07 22:18:00,22,31,0,4.53,0,0,0,0,0
TXN000174,USER01571,5759.58,Zomato,Delhi,DEVICE_A,2026-02-24 10:57:00,10,38,0,54.51,0,0,0,0,0
TXN000175,USER00961,835.03,Apple,Ahmedabad,DEVICE_D,2026-03-24 04:22:00,4,15,0,3.58,1,0,0,0,0
TXN000176,USER01763,534.94,Paytm,Mumbai,DEVICE_C,2026-10-04 19:52:00,19,10,0,8.49,0,0,0,0,0
TXN000177,USER00613,722.28,Swiggy,Hyderabad,DEVICE_E,2026-05-04 06:53:00,6,13,0,13.31,0,0,0,0,0
TXN000178,USER01967,1638.01,Uber,Hyderabad,DEVICE_D,2026-05-26 08:59:00,8,2,0,16.25,0,0,0,0,0
TXN000179,USER01486,1014.95,Netflix,Hyderabad,DEVICE_A,2026-06-05 11:55:00,11,7,0,39.05,0,0,0,0,0
TXN000180,USER00643,346.91,Apple,Hyderabad,DEVICE_D,2026-01-02 09:05:00,9,14,1,2.4,0,0,0,0,0
TXN000181,USER01793,953.14,Swiggy,Kolkata,DEVICE_E,2026-07-24 05:37:00,5,8,0,2.29,1,0,0,0,0
TXN000182,USER01029,1581.86,Netflix,Kolkata,DEVICE_B,2026-12-27 03:57:00,3,15,0,7.61,1,0,0,0,0
TXN000183,USER01242,2660.25,Netflix,Delhi,DEVICE_D,2026-08-25 08:37:00,8,25,0,10.66,0,0,0,0,0
TXN000184,USER00503,5330.6,Amazon,Bangalore,DEVICE_C,2026-03-28 19:10:00,19,31,1,9.36,0,0,0,0,1
TXN000185,USER00767,732.69,Flipkart,Chennai,DEVICE_E,2026-03-30 02:05:00,2,17,0,9.95,1,0,0,0,0
TXN000186,USER00398,625.73,Netflix,Kolkata,DEVICE_A,2026-01-04 00:20:00,0,7,0,38.14,1,0,0,0,0
TXN000187,USER00871,875.25,Walmart,Kolkata,DEVICE_E,2026-09-24 01:40:00,1,38,0,36.24,1,0,0,0,0
TXN000188,USER00795,468.25,Flipkart,Pune,DEVICE_B,2026-10-09 11:00:00,11,31,0,32.75,0,0,0,0,0
TXN000189,USER00393,583.93,Apple,Kolkata,DEVICE_A,2026-03-24 11:38:00,11,9,1,28.15,0,0,0,0,0
TXN000190,USER00207,587.07,Apple,Bangalore,DEVICE_B,2026-06-30 11:33:00,11,11,0,0.82,0,0,0,0,0
TXN000191,USER01039,1471.76,Apple,Bangalore,DEVICE_B,2026-03-22 13:48:00,13,11,0,3.24,0,0,0,0,0
TXN000192,USER01882,518.24,Apple,Delhi,DEVICE_C,2026-09-08 00:32:00,0,9,0,26.35,1,0,0,0,0
TXN000193,USER01578,2303.6,Walmart,Kolkata,DEVICE_D,2026-09-17 01:00:00,1,33,0,18.07,1,0,0,0,0
TXN000194,USER00892,3084.72,Swiggy,Ahmedabad,DEVICE_C,2026-02-26 07:44:00,7,29,0,22.41,0,0,0,0,0
TXN000195,USER01485,398.12,Myntra,Pune,DEVICE_C,2026-05-03 09:22:00,9,43,0,25.24,0,0,0,0,0
TXN000196,USER01715,338.84,Netflix,Chennai,DEVICE_C,2026-10-24 08:16:00,8,30,0,48.46,0,0,0,0,0
TXN000197,USER01599,676.98,Apple,Hyderabad,DEVICE_A,2026-09-03 23:07:00,23,37,0,20.16,0,0,0,0,0
TXN000198,USER00864,764.18,Flipkart,Kolkata,DEVICE_D,2026-06-25 13:17:00,13,24,0,6.45,0,0,0,0,0
TXN000199,USER00743,3427.05,Flipkart,Delhi,DEVICE_D,2026-03-29 02:33:00,2,23,0,1.73,1,0,0,0,0
TXN000200,USER01265,1048.06,Netflix,Delhi,DEVICE_A,2026-05-11 06:35:00,6,32,0,11.32,0,0,0,0,0
TXN000201,USER00564,1599.97,Swiggy,Ahmedabad,DEVICE_C,2026-05-11 17:27:00,17,8,0,24.75,0,0,0,0,0
TXN000202,USER01021,1597.32,Paytm,Chennai,DEVICE_C,2026-01-28 22:24:00,22,24,0,6.62,0,0,0,0,0
TXN000203,USER00096,496.44,Paytm,Pune,DEVICE_B,2026-07-16 16:05:00,16,19,0,2.56,0,0,0,0,0
TXN000204,USER01924,875.13,Myntra,Mumbai,DEVICE_B,2026-08-26 20:16:00,20,47,0,133.57,0,0,0,0,0
